,img_name,defect_class
0,columbia-caturra-washed-burnt-0-1.png,burnt
1,columbia-caturra-washed-burnt-0-0.png,burnt
2,columbia-caturra-washed-burnt-1-1.png,burnt
3,columbia-caturra-washed-burnt-1-0.png,burnt
4,ethiopia-ethHeirloom-washed-normal-2-2.png,normal
5,ethiopia-ethHeirloom-washed-normal-6-23.png,normal
6,ethiopia-ethHeirloom-washed-normal-1-16.png,normal
7,ethiopia-ethHeirloom-washed-normal-12-25.png,normal
8,ethiopia-ethHeirloom-washed-normal-0-0.png,normal
9,ethiopia-ethHeirloom-washed-normal-12-19.png,normal
10,ethiopia-ethHeirloom-washed-normal-15-10.png,normal
11,ethiopia-ethHeirloom-washed-normal-6-6.png,normal
12,ethiopia-ethHeirloom-washed-normal-10-20.png,normal
13,ethiopia-ethHeirloom-washed-normal-19-10.png,normal
14,ethiopia-ethHeirloom-washed-normal-17-15.png,normal
15,ethiopia-ethHeirloom-washed-normal-8-9.png,normal
16,ethiopia-ethHeirloom-washed-normal-4-4.png,normal
17,ethiopia-ethHeirloom-washed-normal-17-8.png,normal
18,ethiopia-ethHeirloom-washed-normal-3-13.png,normal
19,ethiopia-ethHeirloom-washed-normal-19-7.png,normal
20,ethiopia-ethHeirloom-washed-normal-3-12.png,normal
21,ethiopia-ethHeirloom-washed-normal-19-6.png,normal
22,ethiopia-ethHeirloom-washed-normal-17-9.png,normal
23,ethiopia-ethHeirloom-washed-normal-4-5.png,normal
24,ethiopia-ethHeirloom-washed-normal-8-8.png,normal
25,ethiopia-ethHeirloom-washed-normal-17-14.png,normal
26,ethiopia-ethHeirloom-washed-normal-19-11.png,normal
27,ethiopia-ethHeirloom-washed-normal-6-7.png,normal
28,ethiopia-ethHeirloom-washed-normal-10-21.png,normal
29,ethiopia-ethHeirloom-washed-normal-12-18.png,normal
30,ethiopia-ethHeirloom-washed-normal-15-11.png,normal
31,ethiopia-ethHeirloom-washed-normal-0-1.png,normal
32,ethiopia-ethHeirloom-washed-normal-12-24.png,normal
33,ethiopia-ethHeirloom-washed-normal-1-17.png,normal
34,ethiopia-ethHeirloom-washed-normal-6-22.png,normal
35,ethiopia-ethHeirloom-washed-normal-2-3.png,normal
36,ethiopia-ethHeirloom-washed-normal-2-1.png,normal
37,ethiopia-ethHeirloom-washed-normal-8-19.png,normal
38,ethiopia-ethHeirloom-washed-normal-6-20.png,normal
39,ethiopia-ethHeirloom-washed-normal-1-15.png,normal
40,ethiopia-ethHeirloom-washed-normal-0-3.png,normal
41,ethiopia-ethHeirloom-washed-normal-15-13.png,normal
42,ethiopia-ethHeirloom-washed-normal-19-13.png,normal
43,ethiopia-ethHeirloom-washed-normal-10-23.png,normal
44,ethiopia-ethHeirloom-washed-normal-6-5.png,normal
45,ethiopia-ethHeirloom-washed-normal-15-9.png,normal
46,ethiopia-ethHeirloom-washed-normal-17-16.png,normal
47,ethiopia-ethHeirloom-washed-normal-4-7.png,normal
48,ethiopia-ethHeirloom-washed-normal-19-4.png,normal
49,ethiopia-ethHeirloom-washed-normal-4-19.png,normal
50,ethiopia-ethHeirloom-washed-normal-3-10.png,normal
51,ethiopia-ethHeirloom-washed-normal-4-18.png,normal
52,ethiopia-ethHeirloom-washed-normal-19-5.png,normal
53,ethiopia-ethHeirloom-washed-normal-3-11.png,normal
54,ethiopia-ethHeirloom-washed-normal-4-24.png,normal
55,ethiopia-ethHeirloom-washed-normal-4-6.png,normal
56,ethiopia-ethHeirloom-washed-normal-17-17.png,normal
57,ethiopia-ethHeirloom-washed-normal-15-8.png,normal
58,ethiopia-ethHeirloom-washed-normal-10-22.png,normal
59,ethiopia-ethHeirloom-washed-normal-6-4.png,normal
60,ethiopia-ethHeirloom-washed-normal-19-12.png,normal
61,ethiopia-ethHeirloom-washed-normal-15-12.png,normal
62,ethiopia-ethHeirloom-washed-normal-0-2.png,normal
63,ethiopia-ethHeirloom-washed-normal-1-14.png,normal
64,ethiopia-ethHeirloom-washed-normal-8-24.png,normal
65,ethiopia-ethHeirloom-washed-normal-6-21.png,normal
66,ethiopia-ethHeirloom-washed-normal-8-18.png,normal
67,ethiopia-ethHeirloom-washed-normal-2-0.png,normal
68,ethiopia-ethHeirloom-washed-normal-11-8.png,normal
69,ethiopia-ethHeirloom-washed-normal-2-4.png,normal
70,ethiopia-ethHeirloom-washed-normal-8-20.png,normal
71,ethiopia-ethHeirloom-washed-normal-6-19.png,normal
72,ethiopia-ethHeirloom-washed-normal-1-10.png,normal
73,ethiopia-ethHeirloom-washed-normal-15-16.png,normal
74,ethiopia-ethHeirloom-washed-normal-0-6.png,normal
75,ethiopia-ethHeirloom-washed-normal-12-23.png,normal
76,ethiopia-ethHeirloom-washed-normal-17-13.png,normal
77,ethiopia-ethHeirloom-washed-normal-19-16.png,normal
78,ethiopia-ethHeirloom-washed-normal-6-0.png,normal
79,ethiopia-ethHeirloom-washed-normal-4-2.png,normal
80,ethiopia-ethHeirloom-washed-normal-3-15.png,normal
81,ethiopia-ethHeirloom-washed-normal-19-1.png,normal
82,ethiopia-ethHeirloom-washed-normal-4-20.png,normal
83,ethiopia-ethHeirloom-washed-normal-4-21.png,normal
84,ethiopia-ethHeirloom-washed-normal-3-14.png,normal
85,ethiopia-ethHeirloom-washed-normal-19-0.png,normal
86,ethiopia-ethHeirloom-washed-normal-4-3.png,normal
87,ethiopia-ethHeirloom-washed-normal-6-1.png,normal
88,ethiopia-ethHeirloom-washed-normal-19-17.png,normal
89,ethiopia-ethHeirloom-washed-normal-17-12.png,normal
90,ethiopia-ethHeirloom-washed-normal-12-22.png,normal
91,ethiopia-ethHeirloom-washed-normal-0-7.png,normal
92,ethiopia-ethHeirloom-washed-normal-15-17.png,normal
93,ethiopia-ethHeirloom-washed-normal-6-24.png,normal
94,ethiopia-ethHeirloom-washed-normal-6-18.png,normal
95,ethiopia-ethHeirloom-washed-normal-1-11.png,normal
96,ethiopia-ethHeirloom-washed-normal-8-21.png,normal
97,ethiopia-ethHeirloom-washed-normal-2-5.png,normal
98,ethiopia-ethHeirloom-washed-normal-11-9.png,normal
99,ethiopia-ethHeirloom-washed-normal-2-7.png,normal
100,ethiopia-ethHeirloom-washed-normal-1-13.png,normal
101,ethiopia-ethHeirloom-washed-normal-8-23.png,normal
102,ethiopia-ethHeirloom-washed-normal-13-9.png,normal
103,ethiopia-ethHeirloom-washed-normal-15-15.png,normal
104,ethiopia-ethHeirloom-washed-normal-12-20.png,normal
105,ethiopia-ethHeirloom-washed-normal-0-5.png,normal
106,ethiopia-ethHeirloom-washed-normal-10-19.png,normal
107,ethiopia-ethHeirloom-washed-normal-17-10.png,normal
108,ethiopia-ethHeirloom-washed-normal-6-3.png,normal
109,ethiopia-ethHeirloom-washed-normal-19-15.png,normal
110,ethiopia-ethHeirloom-washed-normal-4-1.png,normal
111,ethiopia-ethHeirloom-washed-normal-19-2.png,normal
112,ethiopia-ethHeirloom-washed-normal-3-16.png,normal
113,ethiopia-ethHeirloom-washed-normal-4-23.png,normal
114,ethiopia-ethHeirloom-washed-normal-4-22.png,normal
115,ethiopia-ethHeirloom-washed-normal-19-3.png,normal
116,ethiopia-ethHeirloom-washed-normal-3-17.png,normal
117,ethiopia-ethHeirloom-washed-normal-4-0.png,normal
118,ethiopia-ethHeirloom-washed-normal-19-14.png,normal
119,ethiopia-ethHeirloom-washed-normal-10-24.png,normal
120,ethiopia-ethHeirloom-washed-normal-6-2.png,normal
121,ethiopia-ethHeirloom-washed-normal-10-18.png,normal
122,ethiopia-ethHeirloom-washed-normal-17-11.png,normal
123,ethiopia-ethHeirloom-washed-normal-0-4.png,normal
124,ethiopia-ethHeirloom-washed-normal-12-21.png,normal
125,ethiopia-ethHeirloom-washed-normal-15-14.png,normal
126,ethiopia-ethHeirloom-washed-normal-13-8.png,normal
127,ethiopia-ethHeirloom-washed-normal-8-22.png,normal
128,ethiopia-ethHeirloom-washed-normal-1-12.png,normal
129,ethiopia-ethHeirloom-washed-normal-2-6.png,normal
130,ethiopia-ethHeirloom-washed-normal-16-22.png,normal
131,ethiopia-ethHeirloom-washed-normal-5-7.png,normal
132,ethiopia-ethHeirloom-washed-normal-11-17.png,normal
133,ethiopia-ethHeirloom-washed-normal-18-4.png,normal
134,ethiopia-ethHeirloom-washed-normal-7-5.png,normal
135,ethiopia-ethHeirloom-washed-normal-14-9.png,normal
136,ethiopia-ethHeirloom-washed-normal-2-24.png,normal
137,ethiopia-ethHeirloom-washed-normal-2-18.png,normal
138,ethiopia-ethHeirloom-washed-normal-5-11.png,normal
139,ethiopia-ethHeirloom-washed-normal-1-3.png,normal
140,ethiopia-ethHeirloom-washed-normal-0-21.png,normal
141,ethiopia-ethHeirloom-washed-normal-9-11.png,normal
142,ethiopia-ethHeirloom-washed-normal-7-14.png,normal
143,ethiopia-ethHeirloom-washed-normal-3-1.png,normal
144,ethiopia-ethHeirloom-washed-normal-13-12.png,normal
145,ethiopia-ethHeirloom-washed-normal-13-13.png,normal
146,ethiopia-ethHeirloom-washed-normal-3-0.png,normal
147,ethiopia-ethHeirloom-washed-normal-7-15.png,normal
148,ethiopia-ethHeirloom-washed-normal-9-10.png,normal
149,ethiopia-ethHeirloom-washed-normal-0-20.png,normal
150,ethiopia-ethHeirloom-washed-normal-1-2.png,normal
151,ethiopia-ethHeirloom-washed-normal-2-19.png,normal
152,ethiopia-ethHeirloom-washed-normal-5-10.png,normal
153,ethiopia-ethHeirloom-washed-normal-2-25.png,normal
154,ethiopia-ethHeirloom-washed-normal-14-8.png,normal
155,ethiopia-ethHeirloom-washed-normal-7-4.png,normal
156,ethiopia-ethHeirloom-washed-normal-18-5.png,normal
157,ethiopia-ethHeirloom-washed-normal-11-16.png,normal
158,ethiopia-ethHeirloom-washed-normal-5-6.png,normal
159,ethiopia-ethHeirloom-washed-normal-16-23.png,normal
160,ethiopia-ethHeirloom-washed-normal-5-4.png,normal
161,ethiopia-ethHeirloom-washed-normal-18-18.png,normal
162,ethiopia-ethHeirloom-washed-normal-16-21.png,normal
163,ethiopia-ethHeirloom-washed-normal-18-24.png,normal
164,ethiopia-ethHeirloom-washed-normal-11-14.png,normal
165,ethiopia-ethHeirloom-washed-normal-16-8.png,normal
166,ethiopia-ethHeirloom-washed-normal-18-7.png,normal
167,ethiopia-ethHeirloom-washed-normal-7-6.png,normal
168,ethiopia-ethHeirloom-washed-normal-9-9.png,normal
169,ethiopia-ethHeirloom-washed-normal-5-12.png,normal
170,ethiopia-ethHeirloom-washed-normal-1-0.png,normal
171,ethiopia-ethHeirloom-washed-normal-9-12.png,normal
172,ethiopia-ethHeirloom-washed-normal-0-22.png,normal
173,ethiopia-ethHeirloom-washed-normal-7-17.png,normal
174,ethiopia-ethHeirloom-washed-normal-3-2.png,normal
175,ethiopia-ethHeirloom-washed-normal-14-24.png,normal
176,ethiopia-ethHeirloom-washed-normal-14-18.png,normal
177,ethiopia-ethHeirloom-washed-normal-13-11.png,normal
178,ethiopia-ethHeirloom-washed-normal-14-19.png,normal
179,ethiopia-ethHeirloom-washed-normal-13-10.png,normal
180,ethiopia-ethHeirloom-washed-normal-14-25.png,normal
181,ethiopia-ethHeirloom-washed-normal-3-3.png,normal
182,ethiopia-ethHeirloom-washed-normal-7-16.png,normal
183,ethiopia-ethHeirloom-washed-normal-0-23.png,normal
184,ethiopia-ethHeirloom-washed-normal-9-13.png,normal
185,ethiopia-ethHeirloom-washed-normal-1-1.png,normal
186,ethiopia-ethHeirloom-washed-normal-5-13.png,normal
187,ethiopia-ethHeirloom-washed-normal-9-8.png,normal
188,ethiopia-ethHeirloom-washed-normal-7-7.png,normal
189,ethiopia-ethHeirloom-washed-normal-18-6.png,normal
190,ethiopia-ethHeirloom-washed-normal-11-15.png,normal
191,ethiopia-ethHeirloom-washed-normal-16-9.png,normal
192,ethiopia-ethHeirloom-washed-normal-16-20.png,normal
193,ethiopia-ethHeirloom-washed-normal-18-19.png,normal
194,ethiopia-ethHeirloom-washed-normal-5-5.png,normal
195,ethiopia-ethHeirloom-washed-normal-18-21.png,normal
196,ethiopia-ethHeirloom-washed-normal-16-18.png,normal
197,ethiopia-ethHeirloom-washed-normal-11-11.png,normal
198,ethiopia-ethHeirloom-washed-normal-5-1.png,normal
199,ethiopia-ethHeirloom-washed-normal-16-24.png,normal
200,ethiopia-ethHeirloom-washed-normal-18-2.png,normal
201,ethiopia-ethHeirloom-washed-normal-7-3.png,normal
202,ethiopia-ethHeirloom-washed-normal-5-17.png,normal
203,ethiopia-ethHeirloom-washed-normal-2-22.png,normal
204,ethiopia-ethHeirloom-washed-normal-12-9.png,normal
205,ethiopia-ethHeirloom-washed-normal-1-5.png,normal
206,ethiopia-ethHeirloom-washed-normal-7-12.png,normal
207,ethiopia-ethHeirloom-washed-normal-9-17.png,normal
208,ethiopia-ethHeirloom-washed-normal-13-14.png,normal
209,ethiopia-ethHeirloom-washed-normal-14-21.png,normal
210,ethiopia-ethHeirloom-washed-normal-3-7.png,normal
211,ethiopia-ethHeirloom-washed-normal-3-6.png,normal
212,ethiopia-ethHeirloom-washed-normal-14-20.png,normal
213,ethiopia-ethHeirloom-washed-normal-13-15.png,normal
214,ethiopia-ethHeirloom-washed-normal-9-16.png,normal
215,ethiopia-ethHeirloom-washed-normal-7-13.png,normal
216,ethiopia-ethHeirloom-washed-normal-1-4.png,normal
217,ethiopia-ethHeirloom-washed-normal-12-8.png,normal
218,ethiopia-ethHeirloom-washed-normal-2-23.png,normal
219,ethiopia-ethHeirloom-washed-normal-5-16.png,normal
220,ethiopia-ethHeirloom-washed-normal-7-2.png,normal
221,ethiopia-ethHeirloom-washed-normal-18-3.png,normal
222,ethiopia-ethHeirloom-washed-normal-16-25.png,normal
223,ethiopia-ethHeirloom-washed-normal-5-0.png,normal
224,ethiopia-ethHeirloom-washed-normal-16-19.png,normal
225,ethiopia-ethHeirloom-washed-normal-11-10.png,normal
226,ethiopia-ethHeirloom-washed-normal-18-20.png,normal
227,ethiopia-ethHeirloom-washed-normal-11-12.png,normal
228,ethiopia-ethHeirloom-washed-normal-18-22.png,normal
229,ethiopia-ethHeirloom-washed-normal-5-2.png,normal
230,ethiopia-ethHeirloom-washed-normal-18-1.png,normal
231,ethiopia-ethHeirloom-washed-normal-7-0.png,normal
232,ethiopia-ethHeirloom-washed-normal-5-14.png,normal
233,ethiopia-ethHeirloom-washed-normal-2-21.png,normal
234,ethiopia-ethHeirloom-washed-normal-1-6.png,normal
235,ethiopia-ethHeirloom-washed-normal-0-18.png,normal
236,ethiopia-ethHeirloom-washed-normal-7-11.png,normal
237,ethiopia-ethHeirloom-washed-normal-0-24.png,normal
238,ethiopia-ethHeirloom-washed-normal-9-14.png,normal
239,ethiopia-ethHeirloom-washed-normal-13-17.png,normal
240,ethiopia-ethHeirloom-washed-normal-10-8.png,normal
241,ethiopia-ethHeirloom-washed-normal-14-22.png,normal
242,ethiopia-ethHeirloom-washed-normal-3-4.png,normal
243,ethiopia-ethHeirloom-washed-normal-3-5.png,normal
244,ethiopia-ethHeirloom-washed-normal-14-23.png,normal
245,ethiopia-ethHeirloom-washed-normal-10-9.png,normal
246,ethiopia-ethHeirloom-washed-normal-13-16.png,normal
247,ethiopia-ethHeirloom-washed-normal-9-15.png,normal
248,ethiopia-ethHeirloom-washed-normal-0-19.png,normal
249,ethiopia-ethHeirloom-washed-normal-7-10.png,normal
250,ethiopia-ethHeirloom-washed-normal-1-7.png,normal
251,ethiopia-ethHeirloom-washed-normal-2-20.png,normal
252,ethiopia-ethHeirloom-washed-normal-5-15.png,normal
253,ethiopia-ethHeirloom-washed-normal-7-1.png,normal
254,ethiopia-ethHeirloom-washed-normal-18-0.png,normal
255,ethiopia-ethHeirloom-washed-normal-5-3.png,normal
256,ethiopia-ethHeirloom-washed-normal-18-23.png,normal
257,ethiopia-ethHeirloom-washed-normal-11-13.png,normal
258,ethiopia-ethHeirloom-washed-normal-16-17.png,normal
259,ethiopia-ethHeirloom-washed-normal-16-2.png,normal
260,ethiopia-ethHeirloom-washed-normal-18-12.png,normal
261,ethiopia-ethHeirloom-washed-normal-11-22.png,normal
262,ethiopia-ethHeirloom-washed-normal-14-0.png,normal
263,ethiopia-ethHeirloom-washed-normal-5-18.png,normal
264,ethiopia-ethHeirloom-washed-normal-2-11.png,normal
265,ethiopia-ethHeirloom-washed-normal-9-3.png,normal
266,ethiopia-ethHeirloom-washed-normal-5-24.png,normal
267,ethiopia-ethHeirloom-washed-normal-12-6.png,normal
268,ethiopia-ethHeirloom-washed-normal-9-24.png,normal
269,ethiopia-ethHeirloom-washed-normal-0-14.png,normal
